,mean_abs_shap
PREV_REFUSED_SELLERPLACE_AREA_sum,0.00050713005
PREV_PRODUCT_COMBINATION_Card Street_mean,0.0005061058
BUREAU_ACTIVE_BB_STATUS_0_mean_max,0.0005020049
PREV_CNT_PAYMENT_min,0.0005009234
BUREAU_BB_STATUS_C_mean_std,0.000495056
AMT_REQ_CREDIT_BUREAU_MON,0.00049466075
BUREAU_ACTIVE_AMT_ANNUITY_max,0.00048648848
"WALLSMATERIAL_MODE_Stone, brick",0.00047464858
BUREAU_CLOSED_AMT_CREDIT_MAX_OVERDUE_max,0.0004577672
ELEVATORS_AVG_MISSING_FLAG,0.00045455867
BUREAU_BB_MONTHS_BALANCE_size_mean,0.00045366865
BUREAU_CLOSED_AMT_CREDIT_SUM_DEBT_mean,0.0004524548
NAME_HOUSING_TYPE_Office apartment,0.0004497571
BUREAU_BB_STATUS_X_mean_max,0.0004471831
FONDKAPREMONT_MODE_reg oper account,0.00044709205
BUREAU_CLOSED_AMT_CREDIT_MAX_OVERDUE_count,0.00044428153
PREV_REFUSED_SELLERPLACE_AREA_mean,0.00044343766
BUREAU_CLOSED_DAYS_CREDIT_count,0.00044137918
BUREAU_ACTIVE_AMT_ANNUITY_mean,0.0004336793
BUREAU_BB_MONTHS_BALANCE_min_min,0.00042970967
PREV_APPROVED_DAYS_TERMINATION_sum,0.0004276958
PREV_REFUSED_SELLERPLACE_AREA_max,0.00042727872
CNT_FAM_MEMBERS,0.00042410058
WEEKDAY_APPR_PROCESS_START_MONDAY,0.0004197014
PREV_DAYS_FIRST_DRAWING_count,0.00041401334
YEARS_BUILD_MODE_MISSING_FLAG,0.00040943298
BUREAU_CLOSED_AMT_ANNUITY_mean,0.0004090268
PREV_REFUSED_AMT_APPLICATION_count,0.000407332
BUREAU_ACTIVE_BB_STATUS_X_mean_sum,0.0004072816
BUREAU_AMT_CREDIT_MAX_OVERDUE_count,0.00040237923
PREV_REFUSED_AMT_DOWN_PAYMENT_mean,0.0004017869
PREV_PRODUCT_COMBINATION_Cash_mean,0.00040061513
PREV_REFUSED_AMT_DOWN_PAYMENT_count,0.00039747497
BUREAU_ACTIVE_BB_STATUS_C_mean_max,0.0003940178
BUREAU_CLOSED_AMT_ANNUITY_sum,0.00039072314
BUREAU_ACTIVE_BB_MONTHS_BALANCE_max_max,0.00038477263
BUREAU_CLOSED_BB_MONTHS_BALANCE_min_count,0.0003844726
BUREAU_BB_MONTHS_BALANCE_min_max,0.0003812637
PREV_REFUSED_AMT_APPLICATION_sum,0.00037398556
BUREAU_ACTIVE_AMT_CREDIT_MAX_OVERDUE_max_MISSING_FLAG,0.00036517042
PREV_APPROVED_AMT_GOODS_PRICE_count,0.0003638747
NONLIVINGAPARTMENTS_MODE,0.00035523056
BUREAU_BB_STATUS_X_mean_sum,0.00035250353
PREV_AMT_APPLICATION_count,0.0003504833
PREV_NAME_GOODS_CATEGORY_Auto Accessories_mean,0.0003502012
BUREAU_AMT_CREDIT_SUM_DEBT_min,0.00034907693
LANDAREA_MEDI,0.00034681652
NONLIVINGAREA_MEDI,0.0003445308
PREV_NAME_CASH_LOAN_PURPOSE_XAP_mean,0.0003312241
BUREAU_AMT_ANNUITY_count,0.0003279805
PREV_NAME_TYPE_SUITE_Other_B_mean,0.00032591805
BUREAU_CNT_CREDIT_PROLONG_mean,0.0003195419
PREV_NAME_CASH_LOAN_PURPOSE_Urgent needs_mean,0.0003150663
NAME_FAMILY_STATUS_Widow,0.00031264074
PREV_REFUSED_AMT_ANNUITY_sum,0.00031255654
FONDKAPREMONT_MODE_reg oper spec account,0.0003125168
BUREAU_BB_MONTHS_BALANCE_max_max,0.0003119179
PREV_AMT_GOODS_PRICE_sum,0.0003060151
PREV_REFUSED_AMT_GOODS_PRICE_count,0.00030592634
BUREAU_BB_MONTHS_BALANCE_max_min,0.0002973882
PREV_REFUSED_AMT_GOODS_PRICE_sum,0.0002930873
BUREAU_BB_STATUS_1_mean_max,0.00029244393
PREV_NAME_CONTRACT_TYPE_Consumer loans_mean,0.0002896545
BUREAU_CREDIT_ACTIVE_Sold_mean,0.00028720105
COMMONAREA_MEDI,0.0002868278
YEARS_BUILD_AVG_MISSING_FLAG,0.000284533
PREV_RATE_DOWN_PAYMENT_count,0.00027934805
FLOORSMIN_AVG_MISSING_FLAG,0.0002765912
BUREAU_DAYS_ENDDATE_FACT_count,0.00027118396
PREV_NAME_SELLER_INDUSTRY_Industry_mean,0.0002700906
PREV_CODE_REJECT_REASON_SCOFR_mean,0.00026997956
PREV_PRODUCT_COMBINATION_Cash Street: middle_mean,0.00026909853
PREV_APPROVED_DAYS_FIRST_DUE_max,0.00026649403
WEEKDAY_APPR_PROCESS_START_SUNDAY,0.00025599654
PREV_PRODUCT_COMBINATION_POS mobile with interest_mean,0.00025389442
BUREAU_BB_STATUS_1_mean_sum,0.00025342035
NAME_FAMILY_STATUS_Civil marriage,0.00025187983
ELEVATORS_MEDI,0.000250698
PREV_AMT_ANNUITY_count,0.00024142287
PREV_NAME_GOODS_CATEGORY_Jewelry_mean,0.00023865854
PREV_NFLAG_LAST_APPL_IN_DAY_mean,0.0002384263
BUREAU_BB_STATUS_2_mean_mean,0.00023087916
FLAG_DOCUMENT_6,0.0002305312
BUREAU_ACTIVE_BB_STATUS_1_mean_sum,0.00022450466
PREV_NAME_CASH_LOAN_PURPOSE_Other_mean,0.00022244258
BUREAU_BB_STATUS_3_mean_mean,0.00022197659
PREV_CODE_REJECT_REASON_SCO_mean,0.00022102361
BUREAU_ACTIVE_BB_STATUS_X_mean_max,0.00021951733
"NAME_TYPE_SUITE_Spouse, partner",0.00021932094
PREV_NFLAG_LAST_APPL_IN_DAY_sum,0.00020917573
ENTRANCES_AVG_MISSING_FLAG,0.00020673744
BUREAU_ACTIVE_AMT_CREDIT_SUM_LIMIT_sum,0.00020437884
NAME_EDUCATION_TYPE_Incomplete higher,0.00020181629
NAME_EDUCATION_TYPE_Academic degree,0.00019814876
NONLIVINGAPARTMENTS_AVG,0.00019222706
BUREAU_ACTIVE_CNT_CREDIT_PROLONG_mean,0.00019053523
PREV_NAME_CONTRACT_TYPE_Cash loans_mean,0.00018759155
BUREAU_ACTIVE_BB_STATUS_X_mean_mean,0.00018692054
PREV_APPROVED_DAYS_FIRST_DUE_mean,0.00017368818
FLAG_DOCUMENT_8,0.00017281045
PREV_REFUSED_AMT_DOWN_PAYMENT_max,0.00017022992
LANDAREA_MEDI_MISSING_FLAG,0.00016993802
BUREAU_CLOSED_AMT_CREDIT_SUM_DEBT_max,0.00016922274
BUREAU_BB_STATUS_2_mean_std,0.00016782086
PREV_REFUSED_AMT_ANNUITY_count,0.00016694331
PREV_NAME_GOODS_CATEGORY_Construction Materials_mean,0.00015930875
CNT_CHILDREN,0.00015750556
PREV_AMT_GOODS_PRICE_count,0.00014403468
PREV_NAME_PORTFOLIO_Cards_mean,0.00014324977
WEEKDAY_APPR_PROCESS_START_TUESDAY,0.00014236038
FLAG_OWN_REALTY_N,0.0001396396
NAME_HOUSING_TYPE_Municipal apartment,0.00013943212
PREV_REFUSED_AMT_ANNUITY_max_MISSING_FLAG,0.00013783363
PREV_NAME_CONTRACT_STATUS_Unused offer_mean,0.0001359605
BUREAU_CLOSED_AMT_CREDIT_SUM_DEBT_sum,0.00013556401
PREV_REFUSED_AMT_ANNUITY_count_MISSING_FLAG,0.00013308965
LIVINGAREA_AVG_MISSING_FLAG,0.0001303496
BUREAU_ACTIVE_AMT_CREDIT_SUM_OVERDUE_mean,0.00012854529
LANDAREA_AVG_MISSING_FLAG,0.00012711514
FONDKAPREMONT_MODE_org spec account,0.00012672479
BUREAU_BB_STATUS_5_mean_max,0.00012613063
NAME_FAMILY_STATUS_Separated,0.00012071109
FLAG_EMAIL,0.000118657445
BUREAU_CLOSED_BB_MONTHS_BALANCE_max_sum,0.00011485249
FLOORSMIN_MODE,0.00011418712
PREV_PRODUCT_COMBINATION_POS mobile without interest_mean,0.0001131121
PREV_AMT_GOODS_PRICE_max,0.00010881724
PREV_NAME_TYPE_SUITE_Other_A_mean,0.000104755054
BUREAU_ACTIVE_BB_MONTHS_BALANCE_max_sum,0.00010425127
BUREAU_CREDIT_DAY_OVERDUE_count,9.566816e-05
NAME_INCOME_TYPE_Commercial associate,9.5616255e-05
WALLSMATERIAL_MODE_Block,9.371045e-05
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_mean,9.212117e-05
LIVE_CITY_NOT_WORK_CITY,8.835812e-05
BUREAU_CLOSED_BB_STATUS_1_mean_max,8.298678e-05
REG_CITY_NOT_WORK_CITY,8.278912e-05
BUREAU_AMT_CREDIT_SUM_OVERDUE_mean,7.89332e-05
NONLIVINGAREA_AVG_MISSING_FLAG,7.8742545e-05
PREV_APPROVED_AMT_ANNUITY_count,7.766979e-05
PREV_APPROVED_DAYS_TERMINATION_mean,7.451261e-05
NAME_HOUSING_TYPE_With parents,6.4608255e-05
BUREAU_BB_STATUS_1_mean_std,6.3103005e-05
BUREAU_BB_STATUS_5_mean_std,6.2002684e-05
PREV_REFUSED_NFLAG_LAST_APPL_IN_DAY_sum,6.1285034e-05
NAME_TYPE_SUITE_Unaccompanied,6.1027516e-05
BUREAU_CLOSED_BB_STATUS_2_mean_max,5.8840655e-05
REG_REGION_NOT_LIVE_REGION,5.47423e-05
BUREAU_CLOSED_AMT_CREDIT_SUM_LIMIT_sum,5.0696628e-05
EXT_SOURCE_2_MISSING_FLAG,5.0069255e-05
FLAG_DOCUMENT_5,4.9409162e-05
PREV_REFUSED_AMT_CREDIT_sum,4.9015423e-05
BUREAU_BB_STATUS_3_mean_std,4.6738605e-05
HOUSETYPE_MODE_block of flats,4.4880875e-05
BUREAU_ACTIVE_BB_STATUS_1_mean_mean,4.2976866e-05
BUREAU_CLOSED_BB_STATUS_2_mean_sum,4.1381507e-05
WALLSMATERIAL_MODE_Wooden,3.91855e-05
FLAG_EMP_PHONE,3.6574347e-05
PREV_REFUSED_AMT_APPLICATION_max,3.5242774e-05
BUREAU_BB_STATUS_5_mean_mean,3.4042256e-05
LIVE_REGION_NOT_WORK_REGION,3.180238e-05
BUREAU_CNT_CREDIT_PROLONG_std,3.174494e-05
BUREAU_ACTIVE_AMT_CREDIT_SUM_OVERDUE_sum,3.1230134e-05
PREV_NAME_SELLER_INDUSTRY_Auto technology_mean,3.0625684e-05
BUREAU_ACTIVE_AMT_ANNUITY_count,2.8171307e-05
BUREAU_ACTIVE_AMT_ANNUITY_max_MISSING_FLAG,2.7260401e-05
BUREAU_CLOSED_BB_MONTHS_BALANCE_max_count,2.4430663e-05
PREV_RATE_INTEREST_PRIMARY_sum,1.9902147e-05
BUREAU_AMT_CREDIT_SUM_OVERDUE_std,1.966197e-05
AMT_REQ_CREDIT_BUREAU_WEEK,1.5660124e-05
PREV_CODE_REJECT_REASON_CLIENT_mean,1.4371061e-05
PREV_REFUSED_RATE_DOWN_PAYMENT_count,1.3119758e-05
NAME_EDUCATION_TYPE_Lower secondary,1.2599028e-05
NAME_HOUSING_TYPE_Co-op apartment,1.2122424e-05
NAME_TYPE_SUITE_Other_B,1.1242722e-05
REG_REGION_NOT_WORK_REGION,1.1077532e-05
FONDKAPREMONT_MODE_not specified,1.0587351e-05
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_mean,9.880309e-06
BUREAU_CLOSED_CNT_CREDIT_PROLONG_mean,9.833319e-06
PREV_RATE_INTEREST_PRIMARY_min,9.641205e-06
HOUSETYPE_MODE_specific housing,8.521219e-06
BUREAU_ACTIVE_CREDIT_DAY_OVERDUE_sum,7.0903643e-06
BUREAU_ACTIVE_CREDIT_DAY_OVERDUE_count,7.0361853e-06
PREV_RATE_INTEREST_PRIMARY_count,6.27976e-06
EMERGENCYSTATE_MODE_No,5.747797e-06
BUREAU_CNT_CREDIT_PROLONG_sum,2.945352e-06
PREV_NAME_CASH_LOAN_PURPOSE_Business development_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Building a house or an annex_mean,0.0
PREV_NFLAG_LAST_APPL_IN_DAY_count,0.0
PREV_SELLERPLACE_AREA_count,0.0
PREV_DAYS_DECISION_count,0.0
PREV_RATE_INTEREST_PRIVILEGED_std,0.0
PREV_RATE_INTEREST_PRIVILEGED_max,0.0
PREV_RATE_INTEREST_PRIVILEGED_min,0.0
PREV_RATE_INTEREST_PRIVILEGED_sum,0.0
PREV_RATE_INTEREST_PRIVILEGED_mean,0.0
PREV_RATE_INTEREST_PRIVILEGED_count,0.0
PREV_RATE_INTEREST_PRIMARY_std,0.0
PREV_RATE_INTEREST_PRIMARY_max,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Refusal to name the goal_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Purchase of electronic equipment_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Payments on other loans_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Money for a third person_mean,0.0
PREV_AMT_CREDIT_count,0.0
PREV_HOUR_APPR_PROCESS_START_count,0.0
PREV_NAME_PAYMENT_TYPE_Non-cash from your account_mean,0.0
PREV_NAME_PAYMENT_TYPE_Cashless from the account of the employer_mean,0.0
PREV_NAME_CASH_LOAN_PURPOSE_Wedding / gift / holiday_mean,0.0
PREV_RATE_INTEREST_PRIMARY_mean,0.0
PREV_NFLAG_LAST_APPL_IN_DAY_std,0.0
PREV_NFLAG_LAST_APPL_IN_DAY_max,0.0
PREV_NFLAG_LAST_APPL_IN_DAY_min,0.0
PREV_NAME_GOODS_CATEGORY_Education_mean,0.0
PREV_NAME_GOODS_CATEGORY_Direct Sales_mean,0.0
PREV_NAME_GOODS_CATEGORY_Animals_mean,0.0
PREV_NAME_GOODS_CATEGORY_Additional Service_mean,0.0
PREV_NAME_CLIENT_TYPE_XNA_mean,0.0
PREV_NAME_TYPE_SUITE_Group of people_mean,0.0
PREV_CODE_REJECT_REASON_XNA_mean,0.0
PREV_CODE_REJECT_REASON_VERIF_mean,0.0
PREV_CODE_REJECT_REASON_SYSTEM_mean,0.0
BUREAU_COUNT,0.0
BUREAU_CLOSED_BB_STATUS_X_mean_count,0.0
BUREAU_CLOSED_BB_STATUS_C_mean_count,0.0
BUREAU_CLOSED_BB_STATUS_5_mean_max,0.0
BUREAU_CLOSED_BB_STATUS_5_mean_sum,0.0
BUREAU_CLOSED_BB_STATUS_5_mean_mean,0.0
BUREAU_CLOSED_BB_STATUS_4_mean_sum,0.0
BUREAU_CLOSED_BB_STATUS_4_mean_mean,0.0
BUREAU_CLOSED_BB_STATUS_4_mean_count,0.0
BUREAU_CLOSED_BB_STATUS_3_mean_max,0.0
BUREAU_CLOSED_BB_STATUS_3_mean_sum,0.0
BUREAU_CLOSED_BB_STATUS_3_mean_mean,0.0
BUREAU_CLOSED_BB_STATUS_3_mean_count,0.0
BUREAU_CLOSED_BB_STATUS_2_mean_count,0.0
PREV_NAME_GOODS_CATEGORY_Insurance_mean,0.0
PREV_NAME_GOODS_CATEGORY_House Construction_mean,0.0
PREV_NAME_GOODS_CATEGORY_Homewares_mean,0.0
PREV_NAME_GOODS_CATEGORY_Gardening_mean,0.0
PREV_NAME_GOODS_CATEGORY_Fitness_mean,0.0
BUREAU_CLOSED_BB_STATUS_0_mean_count,0.0
BUREAU_CLOSED_BB_MONTHS_BALANCE_size_count,0.0
PREV_NAME_PORTFOLIO_Cars_mean,0.0
PREV_NAME_GOODS_CATEGORY_Weapon_mean,0.0
PREV_NAME_GOODS_CATEGORY_Vehicles_mean,0.0
PREV_NAME_GOODS_CATEGORY_Tourism_mean,0.0
PREV_NAME_GOODS_CATEGORY_Sport and Leisure_mean,0.0
PREV_NAME_GOODS_CATEGORY_Other_mean,0.0
PREV_NAME_GOODS_CATEGORY_Office Appliances_mean,0.0
PREV_NAME_GOODS_CATEGORY_Medicine_mean,0.0
PREV_NAME_GOODS_CATEGORY_Medical Supplies_mean,0.0
BUREAU_CLOSED_BB_STATUS_5_mean_count,0.0
BUREAU_CLOSED_BB_STATUS_4_mean_max,0.0
BUREAU_CLOSED_AMT_CREDIT_SUM_count,0.0
BUREAU_CLOSED_CNT_CREDIT_PROLONG_max,0.0
BUREAU_CLOSED_CNT_CREDIT_PROLONG_sum,0.0
BUREAU_CLOSED_CNT_CREDIT_PROLONG_count,0.0
PREV_CHANNEL_TYPE_Channel of corporate sales_mean,0.0
PREV_CHANNEL_TYPE_Car dealer_mean,0.0
BUREAU_CLOSED_DAYS_CREDIT_UPDATE_count,0.0
BUREAU_CLOSED_AMT_CREDIT_SUM_OVERDUE_max,0.0
BUREAU_CLOSED_AMT_CREDIT_SUM_OVERDUE_sum,0.0
BUREAU_CLOSED_AMT_CREDIT_SUM_OVERDUE_mean,0.0
BUREAU_CLOSED_AMT_CREDIT_SUM_OVERDUE_count,0.0
BUREAU_CLOSED_AMT_CREDIT_SUM_LIMIT_max,0.0
BUREAU_CLOSED_BB_STATUS_1_mean_count,0.0
BUREAU_ACTIVE_BB_STATUS_5_mean_max,0.0
BUREAU_ACTIVE_BB_STATUS_5_mean_sum,0.0
BUREAU_ACTIVE_BB_STATUS_5_mean_mean,0.0
BUREAU_ACTIVE_BB_STATUS_5_mean_count,0.0
BUREAU_ACTIVE_BB_STATUS_4_mean_max,0.0
BUREAU_ACTIVE_BB_STATUS_4_mean_sum,0.0
BUREAU_ACTIVE_BB_STATUS_4_mean_mean,0.0
PREV_NAME_SELLER_INDUSTRY_Tourism_mean,0.0
PREV_NAME_SELLER_INDUSTRY_MLM partners_mean,0.0
PREV_NAME_SELLER_INDUSTRY_Jewelry_mean,0.0
BUREAU_CLOSED_DAYS_ENDDATE_FACT_count,0.0
BUREAU_CLOSED_CREDIT_DAY_OVERDUE_max,0.0
BUREAU_CLOSED_CREDIT_DAY_OVERDUE_sum,0.0
BUREAU_CLOSED_CREDIT_DAY_OVERDUE_mean,0.0
BUREAU_CLOSED_CREDIT_DAY_OVERDUE_count,0.0
BUREAU_ACTIVE_BB_STATUS_4_mean_count,0.0
BUREAU_ACTIVE_BB_STATUS_3_mean_max,0.0
BUREAU_ACTIVE_BB_STATUS_3_mean_sum,0.0
BUREAU_ACTIVE_BB_STATUS_3_mean_mean,0.0
BUREAU_ACTIVE_BB_STATUS_3_mean_count,0.0
BUREAU_ACTIVE_BB_STATUS_2_mean_max,0.0
BUREAU_ACTIVE_BB_STATUS_2_mean_sum,0.0
BUREAU_ACTIVE_BB_STATUS_2_mean_mean,0.0
BUREAU_ACTIVE_BB_STATUS_2_mean_count,0.0
BUREAU_ACTIVE_BB_STATUS_1_mean_count,0.0
PREV_PRODUCT_COMBINATION_POS others without interest_mean,0.0
BUREAU_ACTIVE_BB_STATUS_X_mean_count,0.0
BUREAU_ACTIVE_BB_STATUS_C_mean_count,0.0
BUREAU_ACTIVE_DAYS_ENDDATE_FACT_max,0.0
BUREAU_ACTIVE_DAYS_ENDDATE_FACT_sum,0.0
BUREAU_ACTIVE_DAYS_ENDDATE_FACT_mean,0.0
PREV_APPROVED_AMT_CREDIT_count,0.0
PREV_APPROVED_AMT_APPLICATION_count,0.0
BUREAU_ACTIVE_DAYS_CREDIT_UPDATE_count,0.0
BUREAU_ACTIVE_AMT_CREDIT_SUM_OVERDUE_max,0.0
BUREAU_ACTIVE_AMT_CREDIT_SUM_OVERDUE_count,0.0
BUREAU_ACTIVE_BB_STATUS_0_mean_count,0.0
BUREAU_ACTIVE_BB_MONTHS_BALANCE_size_count,0.0
BUREAU_ACTIVE_BB_MONTHS_BALANCE_max_count,0.0
BUREAU_ACTIVE_BB_MONTHS_BALANCE_min_count,0.0
BUREAU_CREDIT_TYPE_Unknown type of loan_mean,0.0
BUREAU_CREDIT_TYPE_Real estate loan_mean,0.0
PREV_APPROVED_RATE_INTEREST_PRIMARY_sum,0.0
PREV_APPROVED_RATE_INTEREST_PRIMARY_mean,0.0
PREV_APPROVED_RATE_INTEREST_PRIMARY_count,0.0
PREV_APPROVED_RATE_DOWN_PAYMENT_count,0.0
PREV_APPROVED_NFLAG_LAST_APPL_IN_DAY_max,0.0
PREV_APPROVED_NFLAG_LAST_APPL_IN_DAY_sum,0.0
PREV_APPROVED_NFLAG_LAST_APPL_IN_DAY_mean,0.0
PREV_APPROVED_NFLAG_LAST_APPL_IN_DAY_count,0.0
PREV_APPROVED_HOUR_APPR_PROCESS_START_count,0.0
BUREAU_ACTIVE_AMT_CREDIT_SUM_count,0.0
BUREAU_ACTIVE_CNT_CREDIT_PROLONG_max,0.0
BUREAU_ACTIVE_CNT_CREDIT_PROLONG_sum,0.0
BUREAU_ACTIVE_CNT_CREDIT_PROLONG_count,0.0
PREV_APPROVED_DAYS_FIRST_DUE_count,0.0
PREV_APPROVED_DAYS_FIRST_DRAWING_max,0.0
PREV_APPROVED_DAYS_FIRST_DRAWING_mean,0.0
PREV_APPROVED_DAYS_FIRST_DRAWING_count,0.0
PREV_APPROVED_CNT_PAYMENT_count,0.0
PREV_APPROVED_SELLERPLACE_AREA_count,0.0
PREV_APPROVED_DAYS_DECISION_count,0.0
PREV_APPROVED_RATE_INTEREST_PRIVILEGED_max,0.0
PREV_APPROVED_RATE_INTEREST_PRIVILEGED_sum,0.0
PREV_APPROVED_RATE_INTEREST_PRIVILEGED_mean,0.0
PREV_APPROVED_RATE_INTEREST_PRIVILEGED_count,0.0
PREV_APPROVED_RATE_INTEREST_PRIMARY_max,0.0
BUREAU_ACTIVE_DAYS_ENDDATE_FACT_count,0.0
BUREAU_ACTIVE_CREDIT_DAY_OVERDUE_max,0.0
BUREAU_ACTIVE_CREDIT_DAY_OVERDUE_mean,0.0
BUREAU_BB_STATUS_X_mean_count,0.0
BUREAU_BB_STATUS_C_mean_count,0.0
BUREAU_CREDIT_TYPE_Mobile operator loan_mean,0.0
BUREAU_CREDIT_TYPE_Loan for working capital replenishment_mean,0.0
BUREAU_CREDIT_TYPE_Loan for the purchase of equipment_mean,0.0
BUREAU_CREDIT_TYPE_Loan for purchase of shares (margin lending)_mean,0.0
BUREAU_CREDIT_TYPE_Loan for business development_mean,0.0
BUREAU_CREDIT_TYPE_Interbank credit_mean,0.0
BUREAU_CREDIT_TYPE_Cash loan (non-earmarked)_mean,0.0
BUREAU_CREDIT_TYPE_Another type of loan_mean,0.0
BUREAU_CREDIT_CURRENCY_currency 4_mean,0.0
BUREAU_CREDIT_CURRENCY_currency 3_mean,0.0
BUREAU_CREDIT_CURRENCY_currency 2_mean,0.0
BUREAU_CREDIT_CURRENCY_currency 1_mean,0.0
PREV_APPROVED_DAYS_LAST_DUE_count,0.0
PREV_APPROVED_DAYS_LAST_DUE_1ST_VERSION_count,0.0
BUREAU_BB_STATUS_4_mean_max,0.0
BUREAU_BB_STATUS_4_mean_min,0.0
BUREAU_BB_STATUS_4_mean_sum,0.0
BUREAU_BB_STATUS_4_mean_mean,0.0
BUREAU_BB_STATUS_4_mean_count,0.0
BUREAU_BB_STATUS_3_mean_max,0.0
BUREAU_BB_STATUS_3_mean_min,0.0
BUREAU_BB_STATUS_3_mean_sum,0.0
PREV_APPROVED_NFLAG_INSURED_ON_APPROVAL_max,0.0
PREV_APPROVED_NFLAG_INSURED_ON_APPROVAL_sum,0.0
PREV_APPROVED_NFLAG_INSURED_ON_APPROVAL_mean,0.0
PREV_APPROVED_NFLAG_INSURED_ON_APPROVAL_count,0.0
PREV_APPROVED_DAYS_TERMINATION_count,0.0
BUREAU_CREDIT_ACTIVE_Bad debt_mean,0.0
PREV_REFUSED_NFLAG_LAST_APPL_IN_DAY_max,0.0
PREV_REFUSED_NFLAG_LAST_APPL_IN_DAY_mean,0.0
PREV_REFUSED_NFLAG_LAST_APPL_IN_DAY_count,0.0
PREV_REFUSED_HOUR_APPR_PROCESS_START_count,0.0
PREV_REFUSED_AMT_CREDIT_count,0.0
BUREAU_BB_STATUS_5_mean_min,0.0
BUREAU_BB_STATUS_5_mean_sum,0.0
BUREAU_BB_STATUS_5_mean_count,0.0
BUREAU_BB_STATUS_4_mean_std,0.0
BUREAU_BB_MONTHS_BALANCE_size_count,0.0
BUREAU_BB_MONTHS_BALANCE_max_count,0.0
BUREAU_BB_STATUS_3_mean_count,0.0
BUREAU_BB_STATUS_2_mean_max,0.0
BUREAU_BB_STATUS_2_mean_min,0.0
BUREAU_BB_STATUS_2_mean_sum,0.0
BUREAU_BB_STATUS_2_mean_count,0.0
BUREAU_BB_STATUS_1_mean_count,0.0
PREV_REFUSED_RATE_INTEREST_PRIVILEGED_sum,0.0
PREV_REFUSED_RATE_INTEREST_PRIVILEGED_mean,0.0
PREV_REFUSED_RATE_INTEREST_PRIVILEGED_count,0.0
PREV_REFUSED_RATE_INTEREST_PRIMARY_max,0.0
PREV_REFUSED_RATE_INTEREST_PRIMARY_sum,0.0
PREV_REFUSED_RATE_INTEREST_PRIMARY_mean,0.0
PREV_REFUSED_RATE_INTEREST_PRIMARY_count,0.0
PREV_REFUSED_DAYS_LAST_DUE_1ST_VERSION_sum,0.0
PREV_REFUSED_DAYS_LAST_DUE_1ST_VERSION_mean,0.0
PREV_REFUSED_DAYS_LAST_DUE_1ST_VERSION_count,0.0
PREV_REFUSED_DAYS_FIRST_DUE_max,0.0
PREV_REFUSED_DAYS_FIRST_DUE_sum,0.0
PREV_REFUSED_DAYS_FIRST_DUE_mean,0.0
PREV_REFUSED_DAYS_FIRST_DUE_count,0.0
PREV_REFUSED_DAYS_FIRST_DRAWING_max,0.0
PREV_REFUSED_DAYS_FIRST_DRAWING_sum,0.0
PREV_REFUSED_DAYS_FIRST_DRAWING_mean,0.0
PREV_REFUSED_DAYS_FIRST_DRAWING_count,0.0
PREV_REFUSED_CNT_PAYMENT_count,0.0
PREV_REFUSED_SELLERPLACE_AREA_count,0.0
PREV_REFUSED_DAYS_DECISION_count,0.0
PREV_REFUSED_RATE_INTEREST_PRIVILEGED_max,0.0
BUREAU_BB_STATUS_0_mean_count,0.0
APARTMENTS_AVG_MISSING_FLAG,0.0
EMPLOYED_FLAG,0.0
PREV_COUNT,0.0
PREV_REFUSED_NFLAG_INSURED_ON_APPROVAL_max,0.0
PREV_REFUSED_NFLAG_INSURED_ON_APPROVAL_sum,0.0
PREV_REFUSED_NFLAG_INSURED_ON_APPROVAL_mean,0.0
PREV_REFUSED_NFLAG_INSURED_ON_APPROVAL_count,0.0
PREV_REFUSED_DAYS_TERMINATION_max,0.0
PREV_REFUSED_DAYS_TERMINATION_sum,0.0
PREV_REFUSED_DAYS_TERMINATION_mean,0.0
PREV_REFUSED_DAYS_TERMINATION_count,0.0
PREV_REFUSED_DAYS_LAST_DUE_max,0.0
PREV_REFUSED_DAYS_LAST_DUE_sum,0.0
PREV_REFUSED_DAYS_LAST_DUE_mean,0.0
PREV_REFUSED_DAYS_LAST_DUE_count,0.0
PREV_REFUSED_DAYS_LAST_DUE_1ST_VERSION_max,0.0
BUREAU_ACTIVE_BB_STATUS_1_mean_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_0_mean_mean_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_STATUS_0_mean_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_MONTHS_BALANCE_size_mean_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_MONTHS_BALANCE_size_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_MONTHS_BALANCE_min_mean_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_MONTHS_BALANCE_min_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_MONTHS_BALANCE_max_mean_MISSING_FLAG,0.0
BUREAU_ACTIVE_BB_MONTHS_BALANCE_max_max_MISSING_FLAG,0.0
BUREAU_ACTIVE_AMT_CREDIT_MAX_OVERDUE_mean_MISSING_FLAG,0.0
